Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Cluster
418,26,Female,Sandals,Accessories,474.89,Texas,M,Red,Spring,3.6,Yes,Standard,Yes,Yes,29,Cash,Weekly,7
419,60,Female,Pants,Footwear,54.71,Florida,XL,Green,Spring,1.6,Yes,Next Day Air,Yes,No,27,Venmo,Weekly,1
420,65,Female,Sneakers,Accessories,478.46,Florida,S,Blue,Spring,4.7,Yes,Standard,Yes,Yes,35,Debit Card,Quarterly,4
421,56,Female,Pants,Clothing,270.84,Texas,XL,Blue,Spring,1.4,No,Next Day Air,Yes,Yes,25,Cash,Weekly,0
422,46,Male,Pants,Accessories,163.79,Florida,L,Green,Winter,4.8,No,Free,No,No,33,Debit Card,Annually,5
423,59,Male,Pants,Accessories,56.89,California,S,Black,Spring,3.4,No,Standard,No,No,7,PayPal,Monthly,6
424,43,Female,Jacket,Outerwear,260.3,Illinois,L,White,Winter,1.0,No,Next Day Air,Yes,No,9,Debit Card,Monthly,1
425,52,Male,Pants,Footwear,401.37,Illinois,XL,Black,Summer,4.6,Yes,Free,Yes,No,47,Cash,Bi-Weekly,4
426,67,Male,Pants,Clothing,359.4,California,L,Red,Spring,3.1,No,Next Day Air,Yes,No,42,PayPal,Monthly,0
427,42,Male,Sandals,Accessories,257.71000000000004,Illinois,S,White,Spring,2.1,Yes,Free,No,Yes,49,Cash,Quarterly,0
428,41,Female,Dress,Clothing,54.99,New York,L,Black,Winter,4.1,Yes,Express,No,No,13,Cash,Annually,6
429,30,Male,Blouse,Outerwear,213.38,California,XL,Green,Summer,4.7,Yes,Standard,Yes,Yes,39,PayPal,Bi-Weekly,5
430,24,Female,Shirt,Footwear,161.74,Florida,XL,Red,Winter,2.9,No,Standard,No,No,14,Debit Card,Quarterly,2
431,53,Male,Sandals,Accessories,131.54,California,XL,Red,Winter,2.3,Yes,Free,Yes,Yes,16,Credit Card,Quarterly,1
432,62,Male,Blouse,Footwear,154.88,Texas,S,Red,Spring,4.2,No,Express,No,Yes,17,Credit Card,Quarterly,6
433,37,Male,Pants,Outerwear,405.67,Florida,XL,White,Fall,3.7,No,Next Day Air,No,No,31,Credit Card,Weekly,7
434,18,Female,Dress,Outerwear,466.03,Texas,S,Blue,Fall,4.6,No,Express,Yes,Yes,37,Credit Card,Quarterly,7
435,25,Male,Sneakers,Clothing,214.45,Florida,L,White,Winter,3.8,No,Next Day Air,No,Yes,22,Venmo,Weekly,2
436,63,Female,Dress,Accessories,454.93,Illinois,XL,Black,Spring,2.0,No,Next Day Air,No,No,45,Credit Card,Monthly,0
437,33,Female,Sandals,Clothing,174.32,California,L,Blue,Summer,4.7,Yes,Standard,Yes,No,22,PayPal,Weekly,5
438,31,Female,Pants,Outerwear,248.69,New York,M,Black,Fall,1.4,Yes,Free,No,No,34,Credit Card,Quarterly,3
439,29,Male,Dress,Footwear,128.49,Florida,L,Blue,Summer,2.1,No,Standard,Yes,No,38,Cash,Annually,3
440,68,Male,Boots,Clothing,327.43,Florida,M,White,Fall,3.1,Yes,Standard,No,Yes,14,Credit Card,Annually,8
441,40,Male,Dress,Clothing,489.91,Texas,L,Red,Spring,3.3,No,Standard,Yes,Yes,23,Debit Card,Monthly,7
442,32,Male,Pants,Footwear,309.68,Illinois,S,Green,Winter,1.1,Yes,Next Day Air,Yes,Yes,27,PayPal,Quarterly,3
443,45,Female,Jacket,Clothing,191.75,Texas,L,Red,Summer,4.1,Yes,Standard,No,Yes,15,PayPal,Weekly,6
444,51,Female,Boots,Footwear,330.95,Texas,S,White,Summer,2.4,Yes,Next Day Air,No,Yes,15,Venmo,Annually,8
445,19,Female,Dress,Accessories,79.0,Illinois,S,Blue,Winter,2.6,Yes,Free,Yes,Yes,39,Cash,Bi-Weekly,2
446,49,Male,Shirt,Footwear,446.56,New York,XL,Red,Summer,4.2,Yes,Next Day Air,No,No,38,PayPal,Quarterly,4
447,40,Female,Shirt,Accessories,261.48,Texas,S,White,Fall,2.5,Yes,Next Day Air,No,Yes,5,Debit Card,Quarterly,1
448,39,Male,Dress,Footwear,235.69,Texas,M,Black,Winter,1.2,Yes,Express,No,Yes,1,Credit Card,Bi-Weekly,1
449,68,Female,Jacket,Outerwear,301.22,Florida,XL,Green,Fall,1.7,Yes,Standard,Yes,Yes,12,PayPal,Annually,8
450,42,Male,Sneakers,Outerwear,319.9,Illinois,XL,Red,Fall,4.8,Yes,Standard,Yes,No,43,Debit Card,Bi-Weekly,4
451,39,Male,Pants,Accessories,54.45,California,L,Blue,Spring,1.3,Yes,Standard,Yes,No,46,Credit Card,Monthly,3
452,39,Female,Shirt,Accessories,347.66,New York,S,Black,Fall,2.4,Yes,Standard,No,No,8,Venmo,Weekly,8
453,66,Female,Sneakers,Outerwear,136.13,New York,S,White,Spring,3.0,Yes,Express,No,No,33,PayPal,Weekly,5
454,69,Female,Dress,Accessories,362.7,Illinois,M,Green,Summer,3.0,Yes,Express,Yes,Yes,16,PayPal,Annually,8
455,59,Female,Sandals,Footwear,414.82,Florida,L,Blue,Summer,1.0,No,Express,Yes,Yes,26,Debit Card,Bi-Weekly,0
456,23,Male,Sneakers,Footwear,405.9,Florida,L,White,Spring,3.0,Yes,Express,No,Yes,28,Cash,Quarterly,3
457,32,Female,Boots,Outerwear,285.2,Illinois,XL,White,Fall,2.5,Yes,Standard,No,No,36,Venmo,Quarterly,3
458,60,Female,Blouse,Clothing,269.68,Florida,XL,Red,Winter,4.9,Yes,Next Day Air,No,Yes,42,Cash,Quarterly,5
459,54,Female,Shirt,Footwear,88.58,New York,XL,Red,Winter,1.6,Yes,Free,No,Yes,21,PayPal,Monthly,1
460,50,Male,Dress,Accessories,392.17,New York,M,Blue,Spring,2.4,Yes,Express,Yes,Yes,23,Cash,Monthly,8
461,25,Male,Sandals,Clothing,150.28,California,M,White,Summer,2.7,Yes,Next Day Air,No,No,6,Credit Card,Quarterly,1
462,61,Female,Pants,Clothing,258.41,Illinois,XL,Red,Summer,2.6,No,Express,No,No,33,Venmo,Annually,0
463,61,Male,Sandals,Footwear,156.45,Texas,L,Green,Winter,3.7,No,Standard,Yes,No,47,Cash,Monthly,5
464,22,Female,Jacket,Footwear,84.24,Texas,M,Green,Spring,1.9,No,Standard,Yes,Yes,11,Credit Card,Monthly,1
465,56,Male,Boots,Clothing,322.19,California,L,White,Winter,1.9,Yes,Next Day Air,No,Yes,22,Debit Card,Weekly,0
466,21,Male,Dress,Clothing,46.08,California,L,Red,Fall,3.9,Yes,Next Day Air,Yes,Yes,14,Cash,Weekly,2
467,23,Male,Pants,Outerwear,379.35,Florida,S,Blue,Fall,3.0,Yes,Next Day Air,No,Yes,32,Venmo,Annually,3
468,62,Male,Jacket,Accessories,172.44,California,XL,Blue,Spring,2.7,No,Standard,No,No,12,Credit Card,Monthly,6
469,49,Female,Jacket,Outerwear,20.06,California,S,Blue,Spring,1.7,Yes,Standard,Yes,Yes,22,Cash,Monthly,1
470,69,Female,Dress,Footwear,265.34,Texas,XL,Green,Fall,1.8,Yes,Free,Yes,No,37,Debit Card,Bi-Weekly,0
471,47,Female,Boots,Outerwear,42.49,Florida,XL,Red,Summer,1.0,No,Next Day Air,No,Yes,31,Cash,Annually,1
472,64,Male,Sneakers,Outerwear,152.56,California,L,Red,Spring,3.0,No,Free,Yes,No,44,Credit Card,Annually,5
473,52,Female,Sneakers,Outerwear,359.35,California,XL,Green,Fall,3.2,Yes,Express,No,Yes,49,Cash,Bi-Weekly,0
474,57,Female,Jacket,Outerwear,50.09,Florida,L,Blue,Fall,4.6,Yes,Free,No,Yes,34,Venmo,Bi-Weekly,5
475,69,Female,Sneakers,Accessories,422.88,Illinois,L,Blue,Summer,2.1,Yes,Express,No,No,0,PayPal,Weekly,8
476,33,Male,Blouse,Accessories,21.83,Florida,XL,White,Summer,2.3,Yes,Express,Yes,No,46,Credit Card,Annually,2
477,30,Male,Jacket,Clothing,138.48,Texas,L,Black,Summer,1.5,No,Free,No,Yes,44,Credit Card,Annually,3
478,67,Male,Jacket,Footwear,375.63,Illinois,L,Red,Summer,2.6,Yes,Next Day Air,No,Yes,4,Credit Card,Bi-Weekly,8
479,59,Female,Pants,Outerwear,171.81,New York,L,Red,Winter,1.1,Yes,Express,No,Yes,12,Credit Card,Quarterly,1
480,47,Female,Sneakers,Clothing,68.91,Florida,M,Red,Summer,4.7,No,Next Day Air,Yes,No,4,Cash,Quarterly,6
481,36,Female,Boots,Clothing,192.91,Texas,L,Black,Winter,3.7,Yes,Standard,No,Yes,31,Venmo,Weekly,2
482,34,Male,Jacket,Clothing,257.71000000000004,Illinois,M,White,Spring,5.0,Yes,Express,No,No,20,Debit Card,Quarterly,7
483,36,Male,Sandals,Accessories,424.5,Florida,M,Black,Fall,4.5,No,Standard,No,Yes,23,Venmo,Quarterly,7
484,45,Female,Boots,Outerwear,170.41,California,L,Blue,Winter,2.9,No,Free,Yes,Yes,17,Credit Card,Quarterly,1
485,43,Male,Blouse,Outerwear,398.69,Florida,L,Blue,Spring,3.0,Yes,Next Day Air,No,Yes,20,Cash,Monthly,7
486,54,Male,Pants,Footwear,448.1,New York,M,Red,Spring,1.8,No,Free,No,Yes,9,Cash,Weekly,8
487,43,Male,Dress,Outerwear,228.23,Florida,M,Green,Winter,2.8,No,Express,Yes,No,23,Credit Card,Bi-Weekly,1
488,40,Male,Boots,Outerwear,456.77,Illinois,L,Red,Spring,4.6,Yes,Standard,Yes,No,39,Cash,Quarterly,4
489,26,Female,Jacket,Clothing,201.11,Illinois,L,Green,Spring,1.2,No,Express,No,Yes,46,Credit Card,Monthly,3
490,29,Male,Blouse,Footwear,482.76,Florida,XL,Black,Winter,4.5,Yes,Free,No,Yes,20,Venmo,Quarterly,7
491,18,Male,Shirt,Outerwear,62.86,Illinois,M,Blue,Spring,2.4,Yes,Next Day Air,No,Yes,24,PayPal,Monthly,2
492,18,Male,Blouse,Accessories,349.77,California,M,Green,Summer,4.6,Yes,Next Day Air,Yes,No,22,Cash,Weekly,7
493,64,Male,Blouse,Outerwear,257.03,Florida,XL,Black,Summer,4.8,Yes,Express,Yes,Yes,21,Credit Card,Quarterly,6
494,51,Female,Pants,Clothing,206.07,California,M,Blue,Fall,3.7,No,Express,No,No,3,Credit Card,Monthly,6
495,49,Female,Dress,Accessories,323.7,California,S,Green,Spring,3.7,Yes,Standard,Yes,No,33,Cash,Annually,4
496,65,Male,Shirt,Clothing,357.85,Texas,M,Red,Fall,2.8,Yes,Free,No,No,5,Debit Card,Annually,8
497,42,Male,Sneakers,Outerwear,22.09,Florida,XL,Red,Summer,4.3,Yes,Express,No,No,27,Credit Card,Monthly,5
498,57,Male,Sneakers,Accessories,100.14,Illinois,S,Red,Summer,4.8,Yes,Standard,Yes,Yes,30,Cash,Quarterly,5
499,62,Male,Boots,Footwear,362.26,California,L,Black,Summer,4.1,No,Express,No,Yes,34,Credit Card,Quarterly,4
500,18,Male,Blouse,Footwear,339.86,Texas,XL,Red,Spring,3.5,No,Next Day Air,Yes,No,38,Debit Card,Weekly,3
501,33,Male,Sandals,Accessories,483.7,Florida,XL,White,Spring,3.4,No,Standard,Yes,Yes,41,PayPal,Weekly,4
502,56,Female,Pants,Accessories,385.3,Florida,L,Blue,Summer,4.4,Yes,Standard,No,Yes,22,Debit Card,Bi-Weekly,7
503,22,Male,Sandals,Clothing,476.37,New York,XL,Black,Fall,3.2,No,Express,Yes,Yes,5,Venmo,Weekly,7
504,39,Female,Pants,Accessories,357.22,New York,M,Red,Fall,4.2,No,Free,No,No,15,Cash,Quarterly,7
505,46,Female,Sneakers,Clothing,163.07,California,L,Blue,Winter,3.0,Yes,Next Day Air,Yes,Yes,1,Debit Card,Bi-Weekly,1
506,20,Male,Boots,Outerwear,70.58,New York,XL,Green,Summer,1.2,No,Free,No,Yes,23,PayPal,Weekly,3
507,29,Female,Boots,Clothing,395.28,California,L,Red,Fall,2.5,Yes,Standard,No,Yes,16,Credit Card,Monthly,7
508,43,Female,Boots,Accessories,329.19,Illinois,L,Blue,Summer,2.8,No,Free,No,Yes,44,Cash,Annually,0
509,33,Female,Shirt,Accessories,43.13,California,L,White,Fall,1.6,No,Standard,Yes,Yes,0,Debit Card,Weekly,1
510,68,Female,Dress,Outerwear,192.82,New York,S,Green,Winter,1.4,No,Free,No,Yes,5,PayPal,Weekly,1
511,54,Female,Shirt,Accessories,479.26,Illinois,XL,White,Winter,3.1,No,Express,Yes,Yes,4,Debit Card,Monthly,8
512,39,Female,Jacket,Accessories,260.19,New York,S,Blue,Summer,1.3,Yes,Free,Yes,Yes,44,Venmo,Quarterly,3
513,46,Male,Jacket,Footwear,227.71,California,XL,White,Fall,2.2,Yes,Standard,Yes,Yes,49,Cash,Monthly,0
514,31,Female,Sandals,Footwear,239.7,Texas,M,Blue,Spring,4.0,No,Next Day Air,Yes,Yes,28,Credit Card,Weekly,2
515,45,Female,Dress,Outerwear,120.26,Florida,M,Blue,Winter,4.9,Yes,Next Day Air,Yes,No,11,PayPal,Quarterly,6
516,22,Female,Sneakers,Clothing,196.98,New York,M,White,Summer,3.9,No,Next Day Air,No,Yes,38,Debit Card,Bi-Weekly,2
517,64,Male,Dress,Footwear,197.51,California,XL,Blue,Summer,5.0,No,Standard,Yes,No,46,Cash,Weekly,5
518,66,Female,Pants,Clothing,45.13,Illinois,L,Red,Fall,3.8,No,Free,No,Yes,2,Debit Card,Monthly,6
519,47,Male,Jacket,Accessories,388.43,New York,L,Blue,Summer,2.2,No,Next Day Air,No,No,47,Cash,Bi-Weekly,0
520,63,Female,Blouse,Footwear,219.92,New York,S,Black,Winter,3.0,No,Next Day Air,Yes,No,0,Venmo,Annually,6
521,69,Male,Blouse,Outerwear,414.65,Florida,S,Blue,Summer,3.8,No,Next Day Air,No,Yes,26,Debit Card,Bi-Weekly,4
522,22,Male,Sneakers,Outerwear,257.71000000000004,California,M,Black,Summer,2.5,Yes,Express,No,No,47,Venmo,Monthly,3
523,29,Female,Pants,Outerwear,121.76,Texas,S,Blue,Spring,1.1,Yes,Standard,Yes,No,23,PayPal,Bi-Weekly,3
524,33,Female,Sandals,Footwear,335.53,Illinois,XL,Blue,Spring,3.8,No,Standard,No,No,43,Venmo,Monthly,4
525,43,Male,Shirt,Clothing,246.7,California,XL,White,Winter,1.1,Yes,Standard,Yes,Yes,18,Cash,Weekly,1
526,43,Female,Pants,Accessories,442.48,Illinois,S,Red,Fall,3.5,No,Standard,Yes,No,7,PayPal,Quarterly,7
527,65,Male,Blouse,Clothing,123.56,New York,S,Red,Spring,1.7,Yes,Standard,Yes,No,43,Debit Card,Annually,0
528,38,Male,Blouse,Clothing,345.35,Florida,S,Green,Fall,3.3,Yes,Express,No,Yes,46,Debit Card,Quarterly,4
529,56,Male,Sandals,Accessories,311.72,Florida,S,White,Winter,3.0,Yes,Free,No,No,1,Cash,Quarterly,8
530,53,Male,Jacket,Accessories,161.74,Texas,M,White,Spring,1.1,No,Express,No,No,29,Credit Card,Quarterly,1
531,50,Male,Pants,Footwear,85.57,Florida,M,Red,Fall,2.5,Yes,Next Day Air,No,No,29,Credit Card,Monthly,6
532,47,Female,Pants,Footwear,332.79,New York,S,White,Spring,3.4,No,Express,Yes,Yes,48,Debit Card,Monthly,4
533,54,Male,Blouse,Footwear,374.53,Texas,XL,Red,Winter,4.4,No,Standard,Yes,No,38,Cash,Annually,4
534,40,Male,Shirt,Footwear,171.5,California,M,White,Winter,4.6,No,Express,No,Yes,44,Credit Card,Monthly,5
535,27,Female,Sneakers,Footwear,257.71000000000004,Florida,XL,Blue,Spring,2.9,Yes,Standard,Yes,No,31,Venmo,Monthly,2
536,22,Male,Boots,Accessories,209.66,Texas,L,Red,Fall,3.9,Yes,Express,No,No,0,Debit Card,Monthly,7
537,53,Female,Sneakers,Clothing,362.34,New York,XL,Red,Summer,2.3,Yes,Standard,Yes,No,37,Venmo,Monthly,0
538,51,Female,Pants,Footwear,115.62,Illinois,S,Black,Summer,2.4,No,Next Day Air,Yes,No,12,Cash,Weekly,1
539,69,Female,Sneakers,Footwear,447.3,Illinois,L,White,Spring,1.8,No,Standard,Yes,Yes,10,Venmo,Annually,8
540,48,Male,Blouse,Clothing,157.96,New York,M,White,Fall,3.2,Yes,Express,Yes,No,9,Credit Card,Monthly,6
541,27,Male,Blouse,Footwear,196.54,New York,M,Red,Summer,2.3,No,Next Day Air,Yes,Yes,47,Credit Card,Annually,3
542,36,Male,Sandals,Clothing,47.88,Illinois,L,Blue,Winter,1.3,Yes,Express,No,No,25,PayPal,Bi-Weekly,1
543,49,Female,Pants,Clothing,73.53,Texas,XL,Blue,Fall,3.7,Yes,Next Day Air,No,Yes,19,Debit Card,Weekly,6
544,18,Male,Sandals,Accessories,267.61,Illinois,M,Blue,Summer,3.8,Yes,Free,Yes,No,16,Cash,Monthly,2
545,22,Female,Pants,Outerwear,148.44,New York,S,White,Fall,2.4,Yes,Free,No,No,16,Debit Card,Weekly,2
546,62,Male,Boots,Accessories,421.03,Florida,L,Black,Spring,1.3,No,Free,Yes,Yes,3,Venmo,Weekly,8
547,21,Female,Boots,Outerwear,27.05,California,S,Red,Fall,2.7,Yes,Express,Yes,Yes,4,Cash,Bi-Weekly,2
548,33,Male,Jacket,Outerwear,201.97,Florida,L,Green,Summer,2.8,Yes,Express,Yes,Yes,22,Cash,Annually,2
549,41,Male,Pants,Outerwear,181.93,Florida,M,Black,Spring,3.7,Yes,Next Day Air,Yes,Yes,45,Credit Card,Weekly,5
550,33,Male,Shirt,Footwear,29.28,New York,XL,Green,Fall,2.3,Yes,Next Day Air,No,No,9,Venmo,Quarterly,1
551,19,Female,Sneakers,Accessories,79.7,Illinois,L,Black,Winter,3.7,Yes,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly,2
552,66,Female,Pants,Outerwear,218.55,Texas,L,Blue,Summer,4.5,Yes,Next Day Air,No,Yes,27,Credit Card,Quarterly,6
553,45,Male,Dress,Clothing,256.58,Florida,S,White,Spring,1.9,Yes,Standard,Yes,Yes,32,PayPal,Bi-Weekly,0
554,49,Male,Jacket,Footwear,214.06,Illinois,M,Green,Fall,4.9,No,Free,Yes,No,42,Credit Card,Quarterly,5
555,44,Female,Dress,Accessories,274.85,Texas,S,Black,Winter,2.5,No,Standard,No,No,25,Debit Card,Quarterly,8
556,37,Female,Blouse,Outerwear,305.66,Florida,M,White,Summer,2.1,No,Standard,Yes,No,49,Cash,Weekly,0
557,41,Female,Boots,Clothing,24.76,Texas,S,Green,Winter,2.7,No,Standard,Yes,No,47,Credit Card,Weekly,2
558,29,Male,Sneakers,Accessories,242.77,Illinois,L,Red,Fall,1.4,Yes,Standard,No,Yes,28,Debit Card,Bi-Weekly,3
559,67,Female,Pants,Accessories,482.48,California,S,Black,Fall,1.5,No,Free,No,No,26,Venmo,Annually,0
560,52,Male,Dress,Footwear,257.71000000000004,Illinois,XL,Red,Spring,2.7,No,Standard,No,Yes,17,Cash,Weekly,8
561,50,Female,Sneakers,Accessories,345.22,New York,M,Blue,Winter,4.0,No,Next Day Air,Yes,No,39,Venmo,Weekly,4
562,50,Male,Blouse,Footwear,169.69,Texas,M,Red,Spring,4.6,Yes,Express,Yes,Yes,9,Debit Card,Monthly,6
563,68,Female,Boots,Outerwear,391.52,California,L,Red,Summer,3.7,No,Next Day Air,No,Yes,41,Venmo,Weekly,4
564,60,Female,Shirt,Footwear,391.0,Texas,M,Black,Spring,1.4,No,Express,No,Yes,4,Venmo,Annually,8
565,54,Female,Jacket,Clothing,270.22,Texas,XL,Blue,Summer,3.7,Yes,Next Day Air,Yes,Yes,9,Venmo,Monthly,6
566,29,Female,Sneakers,Footwear,488.49,Florida,S,Red,Fall,3.5,No,Next Day Air,Yes,Yes,49,Credit Card,Quarterly,4
567,20,Female,Sneakers,Clothing,80.26,New York,L,White,Fall,4.2,Yes,Express,No,No,20,Credit Card,Quarterly,2
568,18,Male,Shirt,Footwear,28.13,Texas,XL,Green,Winter,4.3,No,Free,No,Yes,23,Credit Card,Monthly,2
569,50,Female,Sneakers,Accessories,389.68,Illinois,M,Red,Summer,4.5,Yes,Standard,No,Yes,37,Cash,Monthly,4
570,57,Female,Blouse,Outerwear,407.43,Illinois,M,Blue,Fall,2.7,No,Next Day Air,No,Yes,2,Debit Card,Monthly,8
571,27,Female,Blouse,Clothing,77.7,Florida,XL,Red,Winter,3.8,No,Free,Yes,Yes,39,Credit Card,Bi-Weekly,2
572,60,Male,Shirt,Footwear,147.48,New York,S,Green,Winter,2.1,No,Standard,Yes,No,30,Venmo,Annually,0
573,61,Female,Jacket,Footwear,28.43,New York,S,Blue,Spring,5.0,Yes,Free,Yes,No,40,Venmo,Annually,5
574,46,Male,Pants,Footwear,160.79,Illinois,L,Black,Winter,1.7,No,Free,Yes,Yes,36,Venmo,Quarterly,0
575,30,Female,Dress,Accessories,391.11,California,M,Blue,Fall,1.0,Yes,Standard,No,Yes,1,Venmo,Quarterly,8
576,29,Female,Pants,Accessories,268.62,Florida,XL,Black,Spring,1.6,Yes,Next Day Air,Yes,Yes,1,PayPal,Quarterly,1
577,48,Male,Sneakers,Clothing,187.09,Florida,S,Blue,Summer,4.1,Yes,Free,No,Yes,38,Cash,Weekly,5
578,63,Female,Dress,Clothing,198.43,Illinois,L,Green,Summer,2.8,Yes,Next Day Air,Yes,No,48,Debit Card,Quarterly,0
579,19,Male,Sandals,Accessories,20.65,Illinois,M,Green,Fall,2.8,No,Next Day Air,Yes,No,41,Debit Card,Monthly,2
580,68,Male,Shirt,Clothing,163.9,California,M,Blue,Fall,4.8,No,Next Day Air,Yes,Yes,43,Credit Card,Quarterly,5
581,67,Female,Shirt,Outerwear,330.3,California,L,Red,Spring,4.7,No,Standard,No,Yes,33,PayPal,Monthly,4
582,52,Male,Jacket,Outerwear,487.61,New York,L,Green,Spring,2.2,Yes,Express,Yes,Yes,41,Debit Card,Bi-Weekly,0
583,40,Female,Dress,Accessories,426.59,Florida,S,Black,Fall,1.8,No,Next Day Air,No,Yes,19,Cash,Weekly,8
584,34,Female,Blouse,Clothing,31.33,Florida,XL,Black,Fall,4.4,Yes,Express,No,Yes,32,Venmo,Weekly,2
585,43,Male,Dress,Footwear,451.31,Illinois,M,White,Summer,4.6,Yes,Express,Yes,No,3,Credit Card,Annually,7
586,25,Male,Sneakers,Outerwear,395.94,New York,XL,Black,Summer,3.2,Yes,Free,No,No,44,Cash,Bi-Weekly,4
587,46,Male,Blouse,Accessories,394.58,Florida,M,White,Summer,3.5,No,Next Day Air,Yes,Yes,43,Debit Card,Monthly,4
588,43,Male,Boots,Clothing,239.84,New York,M,Blue,Fall,2.0,No,Next Day Air,No,No,10,PayPal,Bi-Weekly,1
589,27,Female,Boots,Accessories,211.04,New York,XL,Blue,Winter,4.2,Yes,Next Day Air,Yes,No,41,Credit Card,Weekly,2
590,43,Female,Sandals,Footwear,165.4,Illinois,L,Blue,Fall,3.5,No,Express,No,No,46,Debit Card,Monthly,5
591,51,Male,Boots,Outerwear,51.53,New York,S,Red,Fall,3.0,No,Standard,No,Yes,4,Credit Card,Bi-Weekly,6
592,68,Female,Shirt,Accessories,129.55,California,M,Red,Summer,1.2,Yes,Express,Yes,No,24,Debit Card,Weekly,1
593,58,Female,Dress,Accessories,138.37,California,L,White,Fall,4.7,Yes,Next Day Air,Yes,No,48,Venmo,Monthly,5
594,24,Female,Boots,Accessories,252.36,Texas,M,Black,Spring,3.5,No,Next Day Air,Yes,Yes,36,PayPal,Monthly,2
595,21,Female,Pants,Footwear,378.77,Illinois,S,Black,Fall,1.8,Yes,Next Day Air,Yes,No,33,Venmo,Weekly,3
596,67,Male,Jacket,Accessories,247.43,Texas,M,Blue,Fall,3.4,Yes,Express,No,Yes,8,Debit Card,Monthly,6
597,62,Male,Pants,Footwear,47.77,California,S,Green,Fall,3.7,No,Next Day Air,No,No,5,Cash,Weekly,6
598,28,Female,Boots,Footwear,479.74,Texas,S,Red,Fall,3.1,No,Free,No,Yes,17,Venmo,Quarterly,7
599,46,Male,Sandals,Footwear,472.51,Illinois,M,Red,Winter,3.9,Yes,Next Day Air,No,Yes,13,Cash,Quarterly,7
600,53,Male,Jacket,Outerwear,396.89,Illinois,M,Blue,Fall,3.3,No,Standard,Yes,No,18,Debit Card,Monthly,8
601,42,Male,Sneakers,Outerwear,495.84,New York,S,Red,Spring,4.8,Yes,Free,No,No,13,PayPal,Monthly,7
602,38,Female,Pants,Accessories,281.35,Florida,L,Blue,Spring,1.2,Yes,Next Day Air,Yes,Yes,39,Cash,Weekly,3
603,53,Female,Sandals,Accessories,482.13,New York,XL,White,Fall,1.4,No,Free,No,Yes,16,Debit Card,Monthly,8
604,27,Female,Dress,Outerwear,257.71000000000004,Illinois,S,Black,Summer,1.7,Yes,Next Day Air,Yes,No,34,Cash,Annually,3
605,54,Male,Dress,Clothing,195.53,California,M,Green,Winter,3.8,Yes,Standard,Yes,No,28,Venmo,Quarterly,6
606,26,Female,Pants,Outerwear,128.18,California,M,Black,Fall,3.6,Yes,Next Day Air,Yes,No,41,Debit Card,Monthly,2
607,41,Female,Boots,Footwear,114.0,New York,L,Black,Fall,4.6,No,Free,Yes,No,16,Venmo,Monthly,6
608,52,Male,Sandals,Outerwear,87.59,Illinois,XL,White,Fall,3.9,No,Standard,Yes,Yes,42,Credit Card,Bi-Weekly,5
609,66,Female,Dress,Footwear,318.76,California,S,Red,Summer,3.0,No,Express,No,Yes,7,Debit Card,Monthly,8
610,52,Female,Sneakers,Accessories,395.03,Illinois,S,Green,Summer,5.0,Yes,Standard,Yes,Yes,0,Cash,Annually,7
611,65,Male,Blouse,Clothing,297.58,California,XL,Red,Summer,2.1,Yes,Standard,No,No,44,Credit Card,Quarterly,0
612,53,Male,Boots,Accessories,257.71000000000004,Illinois,S,Black,Winter,4.3,No,Standard,No,No,35,Venmo,Bi-Weekly,4
613,35,Male,Sandals,Footwear,409.34,Texas,XL,Blue,Spring,3.0,No,Free,Yes,Yes,6,Venmo,Weekly,8
614,66,Female,Sneakers,Footwear,325.26,Illinois,M,Black,Winter,3.6,No,Standard,No,Yes,45,Cash,Weekly,4
615,56,Female,Sandals,Footwear,206.32,Illinois,XL,Red,Summer,3.9,Yes,Next Day Air,No,Yes,4,Credit Card,Quarterly,6
616,49,Female,Jacket,Clothing,343.58,New York,S,Black,Spring,3.5,No,Standard,No,Yes,23,PayPal,Weekly,4
617,41,Male,Sneakers,Outerwear,144.75,Texas,XL,Blue,Spring,1.6,Yes,Standard,Yes,Yes,27,Cash,Annually,1
618,40,Male,Boots,Accessories,185.69,Florida,L,White,Summer,2.8,No,Next Day Air,Yes,Yes,42,Venmo,Monthly,2
619,49,Female,Jacket,Accessories,460.39,New York,M,Red,Summer,3.2,Yes,Next Day Air,Yes,No,16,Debit Card,Quarterly,8
620,54,Female,Boots,Outerwear,159.44,Florida,M,Black,Winter,4.4,Yes,Express,Yes,Yes,36,Credit Card,Bi-Weekly,5
621,29,Male,Dress,Accessories,245.59,California,XL,Red,Summer,2.8,No,Standard,No,Yes,19,PayPal,Monthly,2
622,66,Male,Blouse,Clothing,447.27,Florida,S,White,Spring,4.7,Yes,Free,No,Yes,2,Debit Card,Weekly,7
623,30,Male,Boots,Accessories,359.71,Illinois,L,Black,Fall,2.8,No,Standard,No,Yes,36,Credit Card,Weekly,2
624,40,Male,Boots,Footwear,49.86,Florida,M,Black,Summer,3.2,Yes,Standard,No,Yes,25,Cash,Bi-Weekly,2
625,42,Female,Dress,Outerwear,90.71,New York,M,Red,Summer,4.2,Yes,Next Day Air,No,Yes,14,Cash,Annually,6
